Year of Load,Month of Load,Berlin,East Conemaugh,Girard,Hooversville,Smethport,Summerhill,Blakely,Catawissa,Duncannon,Goldsboro,Hatfield,Kutztown,Lansdale,Lehighton,Lewisberry,Middletown,Mifflinburg,Quakertown,Royalton,Saint Clair,Schuylkill Haven,Watsontown,Weatherly,Amherst,Beach City,Bleach Tech,Brewster,Columbiana,Cuyahoga Falls,Galion,Grafton,Hubbard,Hudson,Huron,Lodi,Lucas,Milan,Monroeville,Newton Falls,Niles,Oberlin,Prospect,Seville,South Vienna,Wadsworth,Wellington,Bowling Green,Bowling Green Waste Water,Bowling Green Water,Bradner,Custar,Edgerton,Ellwood City,Elmore,Genoa,Grove City,Haskins,Holiday City,Montpelier,Napoleon,New Wilmington,Oak Harbor,Painesville,Pemberville,Pioneer,Toledo,Wampum,Woodville,Zelienople,Arcadia,Bloomdale,Bryan,Carey,Clyde,Cygnet,Deshler,Greenwich,Ohio City,Plymouth,Republic,Shiloh,Sycamore,Wapakoneta,Wharton,Arcanum,Celina,Eldorado,Jackson Center,Lakeview,Mendon,Minster,New Bremen,Piqua,Tipp City,Versailles,Waynesfield,Yellow Springs,Year of Load,Month of Load,Member Pool,Total Energy,Chase Brass,Glouster,Jackson,New Knoxville,Orrville,St_ Marys,Woodsfield,Clinton,Coldwater,Hillsdale,Marshall,Union City,Cleveland,Georgetown,St_ Clairsville,DEMEC,Wyandotte,Bedford,Wheelabrator,Danville,Front Royal,Martinsville,Richlands,Columbus,Dover,Shelby,Westerville,Hamilton,Lebanon,Williamstown,Paducah,Princeton,Benham,Berlin-MD,Cannelton,Perkasie,Ephrata
2010,9,"1,523.74",402.24,"2,706.85",283.31,"1,248.91",219.29,"2,901.71",704.34,731.81,396.17,"1,621.89","4,602.07","11,108.81","3,827.58",181.72,"5,305.86","2,840.30","7,805.19",389.28,"1,711.58","3,319.95","1,004.86","1,686.14","8,952.98","1,090.51",,"4,288.01","6,805.92","37,465.47","8,768.03","2,414.58","4,715.87","15,887.94",105.19,"3,310.17",316.73,"1,040.42","3,955.69","3,676.95","22,766.44","8,883.15",711.83,"6,640.55",402.46,"23,125.68","5,661.81","43,461.57",,327.97,484.21,212.08,"2,097.73","4,476.92","1,228.52","1,330.55","5,169.50",451.56,"1,690.00","5,844.54","13,115.63","1,821.80","2,009.83","20,424.75","1,160.84","3,276.64",,323.8,"1,015.57","2,561.84",394.16,351.49,"17,654.58","6,317.39","18,827.03",263.57,"1,118.74","1,389.95",456.86,"1,009.10",249.59,430.14,518.32,"14,717.81",193.09,"1,753.37","17,431.28",319.84,"1,342.78",839.29,304.65,"9,831.28","5,088.71","24,741.30","11,949.26","5,479.93",613.21,"2,538.70",2010,9,PJM,"69,218.64","7,039.17",851.87,"15,431.91",854.47,"24,632.92","18,389.09","2,019.20","1,900.56","24,980.93","10,250.16","9,484.21","1,178.30","133,716.05",,"4,105.13","102,319.13","24,164.55","15,121.78","2,042.42","86,960.00","13,403.80","15,409.67","4,270.58","74,122.82","19,429.31","8,671.52","40,963.11","60,101.00","26,725.49","4,487.41","45,073.09","10,073.79",364.42,,,"4,781.25","10,651.73"
2010,10,"1,649.46",448.39,"2,729.75",325.16,"1,269.70",241.63,"2,756.64",733.83,719.17,362.91,"1,435.99","4,472.28","10,005.71","3,668.57",169.15,"4,810.56","2,902.47","7,231.41",328.33,"1,622.85","3,315.43",955.11,"1,804.74","7,973.42","1,082.43",,"4,324.32","6,679.04","34,687.51","8,541.65","2,338.03","4,369.25","14,851.66",101.45,"3,236.49",313.29,966.31,"3,970.48","3,578.56","21,135.18","8,476.66",706.47,"6,843.68",379.06,"22,008.21","5,696.92","41,915.93",,301.5,485.23,235.76,"2,011.37","4,279.75","1,143.15","1,271.61","5,203.77",436.79,"1,531.31","5,563.06","12,545.97","1,699.52","1,929.13","19,603.57",966.42,"3,135.16",,318.81,944.86,"2,554.03",370.16,340.94,"17,131.01","6,364.03","18,748.28",293.28,"1,125.38","1,342.70",427.88,958.96,252.31,425.98,473.8,"13,714.80",237.82,"1,682.86","16,371.22",303.37,"1,286.55",805.79,341.31,"9,376.68","4,944.20","23,220.05","10,479.47","5,047.93",621,"2,292.98",2010,10,PJM,"66,454.62","6,607.49",805.59,"14,428.65",798.1,"24,232.56","17,734.81","1,847.41","1,784.52","24,116.81","9,767.00","9,310.35","1,212.66","129,091.20",,"3,675.90","87,248.63","23,148.51","13,689.66","2,819.19","72,527.93","11,715.79","12,645.13","4,627.26","68,739.88","18,676.19","7,883.10","37,192.35","47,123.00","23,771.91","3,988.44","43,490.05","8,306.24",417.53,,,"4,376.72","9,882.24"
2010,11,"1,858.38",512.11,"2,771.89",369.22,"1,283.89",276.4,"2,909.25",847.5,894.63,438.87,"1,703.08","4,802.97","10,171.97","3,923.01",200.85,"5,770.21","3,401.83","7,692.18",385.2,"1,654.98","3,882.20","1,033.50","1,935.76","8,294.13","1,149.77",,"4,468.98","6,834.03","34,871.06","8,943.25","2,469.11","4,579.48","15,021.11",96.06,"3,408.25",342.52,977.68,"3,871.62","3,730.93","21,471.97","8,611.23",769.13,"6,493.73",383.75,"22,373.86","5,824.06","40,058.02",,275.78,540.16,287.59,"2,097.22","4,495.15","1,208.70","1,387.43","5,228.85",458.66,"2,091.83","5,686.64","12,868.35","1,725.21","2,079.77","19,912.13",939.03,"3,199.59",,353.45,"1,019.26","2,854.47",409.04,360.83,"16,628.53","6,551.65","17,783.36",316.7,"1,275.32","1,458.91",494,"1,073.07",253.01,465.66,501.76,"13,852.33",190.6,"1,982.34","16,778.71",344.36,"1,403.33",885.56,462.83,"8,798.65","4,978.42","24,331.62","10,707.90","4,965.35",728.79,"2,425.18",2010,11,PJM,"66,013.43","6,459.08",930.89,"14,062.27",820.27,"24,130.75","17,635.72","1,974.45","1,850.61","23,179.38","9,669.51","9,046.06","1,224.60","129,842.11",,"4,054.41","85,744.84","23,193.12","15,352.25","2,520.61","76,470.37","14,105.31","13,866.07","5,869.02","67,232.55","18,615.46","7,065.48","38,355.97","47,583.00","23,094.58","4,174.46","43,763.39","8,293.70",589.34,,,"4,854.72","10,974.11"
2010,12,"2,421.77",657.74,"3,200.63",484.52,"1,499.15",389.71,"3,578.42","1,123.26","1,294.08",645.32,"2,202.50","5,872.49","12,245.40","4,858.72",287.45,"8,493.88","4,658.42","9,775.51",523.26,"2,081.34","4,970.76","1,350.63","2,363.24","10,337.75","1,178.48",,"4,986.13","7,995.33","40,573.60","10,935.80","3,064.92","5,620.23","17,651.75",99.68,"4,201.45",437.53,"1,174.20","4,239.89","4,467.76","25,226.20","9,484.63","1,024.40","7,156.93",464.33,"25,855.83","6,860.22","43,229.10",,284.56,706.47,390.21,"2,595.69","5,498.85","1,469.31","1,752.54","6,141.23",588.56,"2,309.06","6,117.03","14,784.41","1,967.07","2,626.04","22,676.64","1,163.98","3,280.78",,441.98,"1,279.26","3,857.74",527.32,462.23,"18,626.69","7,316.57","18,842.95",398.1,"1,701.61","1,780.09",636.82,"1,493.15",319.71,566.08,657.27,"16,107.99",281.2,"2,759.67","19,652.24",507.96,"1,721.49","1,163.85",694.98,"9,865.32","5,721.36","28,099.55","12,702.61","5,815.56",957.47,"3,020.50",2010,12,PJM,"72,557.71","6,546.16","1,139.58","15,966.96",947.3,"27,003.75","18,380.60","2,573.35","2,146.62","23,571.31","10,778.89","9,934.59","1,615.56","149,522.39",,"5,494.61","104,980.24","25,268.75","22,676.71","2,339.53","104,510.55","21,236.67","19,628.41","9,793.51","74,940.68","20,912.69","10,866.54","47,494.33","58,279.00","25,800.91","5,033.10","55,027.23","10,176.71","1,200.61",,,"6,651.32","14,672.68"
2011,1,"2,370.82",657.85,"3,002.66",475.41,"1,447.97",359.11,"3,484.03","1,180.57","1,321.10",661.17,"2,208.65","6,309.92","12,375.36","4,916.79",293.85,"8,693.72","4,812.63","10,035.25",518.98,"1,945.66","5,253.35","1,345.06","2,371.43","9,990.07","1,168.37","3,700.98","4,613.17","7,770.34","40,036.66","10,913.83","3,046.35","5,491.45","17,215.81",99.78,"4,396.64",423.2,"1,142.45","4,512.20","4,517.21","24,941.06","9,317.48",997.64,"7,589.92",421.51,"26,135.32","6,997.21","42,706.44",,303.8,688.89,262.94,"2,608.53","5,435.02","1,446.83","1,719.56","6,120.26",553.63,"2,149.16","6,537.25","14,918.88","1,972.16","2,617.16","23,208.43","1,132.00","3,630.19",,426.77,"1,203.82","3,766.10",525.04,457.76,"19,943.87","7,835.15","19,088.48",395.83,"1,719.06","1,796.83",643.99,"1,499.19",307.84,574.33,636.58,"16,757.11",231.32,"2,693.30","20,143.78",485.25,"1,747.22","1,168.19",717.38,"10,188.84","5,764.43","29,142.00","12,661.41","5,843.22","1,005.87","3,047.87",2011,1,PJM,"73,718.64","7,547.62","1,112.89","15,685.33",988.37,"26,491.65","19,359.22","2,533.56","2,153.29","25,142.24","10,816.95","9,931.14","1,606.93","150,230.57","6,253.94","5,376.04","105,963.58",,"21,700.43","2,977.69","100,671.32","20,793.41","18,826.95","9,189.65","75,946.13","21,442.26","10,717.06","47,547.80","57,734.00","25,485.11","5,414.55","66,125.78","9,730.16","1,065.97",,"1,592.16","6,749.10","15,043.14"
2011,2,"1,965.01",543.04,"2,503.40",393.47,"1,267.51",282.31,"3,040.39",968.09,"1,097.83",531.97,"1,852.20","5,836.05","10,635.53","4,291.09",235.08,"7,078.70","4,152.27","8,527.21",436.35,"1,671.27","4,474.14","1,143.14","1,928.97","8,675.10",975.61,"3,444.87","4,056.83","6,819.13","35,287.68","9,596.82","2,625.90","4,744.40","15,047.49",96.6,"3,830.58",353.19,"1,015.81","4,280.84","3,985.10","22,344.75","8,433.39",847.47,"6,836.64",370.85,"22,872.04","6,325.06","39,441.43",,283.21,609.54,190.91,"2,370.73","4,711.42","1,284.87","1,505.51","5,389.12",497.2,"2,037.20","6,046.79","13,299.05","1,823.94","2,284.62","20,429.56",985.73,"3,644.79",,353.95,"1,046.44","3,245.26",450.66,410.5,"17,678.35","6,889.65","16,269.42",336.71,"1,504.60","1,621.70",556.85,"1,275.49",265.5,484.94,541.13,"14,736.57",187.23,"2,244.66","17,810.69",405.27,"1,473.91",993.27,602.08,"8,695.85","5,152.40","25,565.00","10,923.16","5,086.39",840.07,"2,595.04",2011,2,PJM,"66,070.11","6,902.83",947.95,"13,656.63",865.27,"23,880.65","17,649.29","2,167.50","1,934.97","23,374.37","9,425.82","8,877.20","1,396.81","132,947.71","5,071.90","4,442.49","86,880.83",,"16,903.09","2,777.89","79,190.20","15,983.04","14,520.74","6,586.86","67,531.19","18,926.94","9,128.26","40,596.65","49,717.00","22,388.59","4,546.71","55,565.83","8,175.37",703.27,,"1,284.43","5,528.72","12,631.49"
2011,3,"2,103.21",556.37,"2,656.14",397.64,"1,347.02",283,"3,107.89",972.77,"1,032.35",490.56,"1,867.93","6,056.76","10,884.44","4,313.67",215.88,"6,575.54","4,091.10","8,603.40",426.66,"1,703.34","4,391.64","1,155.57","2,102.35","8,937.13",963.72,"4,552.39","4,526.53","7,389.17","37,128.81","10,094.89","2,730.30","5,003.03","15,665.27",111.84,"3,951.22",351.46,"1,027.69","4,882.05","4,144.04","23,761.08","9,001.78",840.93,"8,164.24",418.77,"24,561.82","6,988.01","41,019.63",,424.76,606.6,185.57,"2,398.69","4,921.44","1,105.24","1,516.80","5,616.11",482.33,"2,217.75","6,488.87","14,028.25","1,871.70","2,329.63","22,130.37",996.68,"3,895.36",,357.49,"1,068.30","3,266.49",456.77,439.7,"18,716.41","7,267.76","19,488.45",317.38,"1,444.19","1,729.35",542.39,"1,272.37",270.69,520.43,543.27,"15,625.29",183.85,"2,141.40","18,493.32",375.36,"1,496.71",997.64,543.12,"10,213.17","5,515.49","27,035.00","11,280.59","5,381.27",819.59,"2,633.77",2011,3,PJM,"71,456.06","8,086.30",938.26,"14,575.73",911.16,"25,806.08","18,974.49","2,164.05","1,985.91","25,606.04","10,354.33","9,662.31","1,436.65","140,530.42","4,855.69","4,456.13","91,695.90",,"16,758.07","3,195.76","79,738.72","15,263.53","14,388.53","6,223.81","72,582.93","20,343.38","9,563.00","41,057.12","50,952.20","23,567.34","4,410.83","56,231.30","8,327.54",614.8,,"1,271.08","5,392.35","12,249.02"
2011,4,"1,708.97",462.75,"2,375.52",328.98,"1,237.65",248.17,"2,744.48",764.15,794.64,389.16,"1,670.13","5,158.38","9,609.77","3,712.02",170.32,"5,175.89","3,232.08","7,259.90",360.9,"1,547.88","3,516.95",979.43,"1,758.38","7,957.59",788.71,"4,211.52","4,154.33","6,533.30","33,588.71","8,758.69","2,368.87","4,428.67","14,381.52",103.54,"3,297.49",295.58,929.3,"4,516.67","3,727.48","21,331.68","8,353.09",692.82,"7,217.45",326.23,"21,819.45","6,129.75","36,779.70",,268.31,508.96,144.82,"1,939.56","4,320.95","1,121.73","1,306.69","4,927.23",420.93,"1,663.14","5,666.95","12,369.14","1,646.50","1,999.95","19,261.15",865.47,"3,405.66",,317.44,930.66,"2,622.07",385.64,374.36,"16,371.23","6,139.13","17,597.90",251.33,"1,162.22","1,425.49",442.65,"1,042.32",235.75,457.51,472.65,"13,723.05",148.85,"1,723.01","15,142.81",295.06,"1,289.81",821.56,407.65,"9,532.94","4,900.20","23,583.00","10,114.12","4,844.71",664.28,"2,310.78",2011,4,PJM,"62,801.01","7,196.29",791.99,"13,570.04",806.86,"23,007.80","15,524.62","1,903.41","1,772.40","20,651.77","9,518.23","8,422.77","1,237.83","127,052.79","3,925.96","3,790.36","85,281.34",,"13,855.93","2,642.15","65,458.65","12,415.22","12,557.31","4,616.67","67,808.00","17,772.01","8,239.44","36,738.36","45,106.90","20,832.71","3,805.06","52,437.00","7,716.68",393.78,,"1,073.92","4,474.22","10,233.78"
2011,5,"1,615.16",414.62,"2,486.55",304.52,"1,266.44",237.28,"2,883.29",731.57,732.19,393.25,"1,829.22","4,967.48","10,200.92","3,769.76",167.08,"5,000.10","3,102.79","7,429.61",380.04,"1,630.96","3,350.38","1,008.60","1,730.44","8,766.49",807.26,"4,894.63","4,224.19","6,801.19","37,186.56","9,212.59","2,468.91","4,834.11","15,784.06",114.43,"3,400.59",301.31,"1,007.46","4,645.21","3,980.13","22,293.88","8,968.48",722.23,"8,051.72",359.06,"23,477.44","6,278.93","38,035.35",,301.3,492.5,123.06,"1,972.86","4,675.05","1,092.61","1,311.83","5,015.06",442.69,"1,595.13","6,102.61","12,782.29","1,628.65","1,995.89","19,722.01",888.04,"3,335.80",,333.24,983.45,"2,474.77",391.33,382.04,"17,673.48","6,116.29","18,612.46",235.86,"1,098.61","1,383.88",436.29,998.32,248.41,455.27,493.19,"13,748.83",156.04,"1,774.19","15,733.60",303.04,"1,296.68",861.12,343.98,"9,841.24","5,244.40","25,045.00","11,315.93","5,442.23",626.96,"2,564.83",2011,5,PJM,"65,702.75","6,894.33",885.92,"14,608.65",864.49,"24,206.18","16,226.82","2,016.35","1,851.13","21,156.40","9,927.86","8,900.11","1,216.58","133,078.89","4,221.95","4,190.19","97,127.59",,"14,763.45","2,781.17","78,137.14","12,827.08","13,794.42","4,541.48","74,350.60","19,517.72","8,484.04","41,562.02","53,278.50","22,902.92","4,191.51","60,681.69","8,865.30",406.72,,"1,238.47","4,610.72","10,495.74"
2011,6,"1,570.83",424.66,"2,471.86",303.58,"1,285.22",231.98,"3,187.14",780.58,823.66,453.14,"2,121.31","5,367.42","11,761.14","4,130.26",197.19,"5,756.03","3,315.19","8,196.02",473.03,"1,833.50","3,650.62","1,166.10","1,741.37","10,159.92",907.23,"5,115.29","4,261.05","7,430.59","41,412.63","9,890.78","2,737.96","5,438.34","17,198.67",117.55,"3,515.65",311.86,"1,152.92","5,009.07","4,061.73","18,615.61","9,116.44",796.53,"8,539.19",359.89,"25,109.96","6,671.47","42,446.50",,347.91,546.22,132.13,"2,240.39","5,326.33","1,366.74","1,489.83","5,263.10",521.64,"1,687.81","6,610.30","14,234.85","1,625.84","2,144.81","21,165.70","1,000.64","3,541.51",,397.89,"1,160.52","2,846.73",432.17,440.8,"19,789.46","6,190.10","19,880.59",263.74,"1,494.61","1,514.08",491.3,"1,093.26",281.34,487.68,554.66,"15,328.46",181.53,"1,972.15","18,035.40",327.33,"1,433.14",972.84,343.69,"10,538.53","5,743.87","27,150.00","12,487.40","6,132.83",615.12,"2,852.43",2011,6,PJM,"70,223.80","5,957.09",971.73,"16,040.59",918.34,"25,892.27","18,200.25","2,243.54","2,106.07","25,279.28","11,016.04","9,847.46","1,373.11","144,198.63","4,617.63","4,678.79","109,424.70",,"17,457.26","2,390.68","97,146.80","14,370.56","16,978.76","4,711.64","77,500.46","21,108.09","8,959.56","44,433.15","64,495.40","25,792.58","4,453.73","77,271.75","11,018.65",444.24,,"1,535.35","5,267.03","11,625.90"
2011,7,"1,747.36",506.75,"2,879.50",351.54,"1,463.14",274.03,"3,964.31",973.7,"1,025.58",578.06,"2,645.85","5,369.29","14,500.91","4,769.66",245.74,"7,122.95","3,713.02","9,716.21",636.02,"2,285.91","4,230.93","1,470.17","1,875.78","13,407.78","1,202.67","4,838.94","4,613.95","8,398.35","51,892.41","11,977.86","3,341.84","6,894.10","20,930.06",126.58,"4,069.16",392.66,"1,490.98","5,480.87","4,895.63","30,865.15","10,674.93","1,085.52","9,145.77",431.78,"30,101.45","7,244.42","49,264.03",,421.66,731.94,193.13,"2,689.79","6,573.28","1,792.10","1,969.92","6,184.31",766.8,"1,792.80","7,221.25","16,791.79","1,945.05","2,825.83","25,067.36","1,245.08","3,402.21",,497.11,"1,643.74","3,539.48",562.2,563.61,"21,884.82","6,605.70","20,513.32",379.72,"1,819.87","1,701.60",662.01,"1,383.39",377.88,584.67,733.04,"17,675.44",304.43,"2,706.33","22,192.19",440.81,"1,727.22","1,336.01",464.02,"12,612.42","6,665.95","31,872.00","15,420.84","7,504.57",785.82,"3,843.54",2011,7,PJM,"76,931.43","5,940.07","1,266.50","18,551.48","1,121.70","27,778.69","19,431.57","2,841.43","2,596.73","25,799.09","13,574.67","11,606.01","1,948.21","173,339.94","5,663.17","6,008.98","130,021.88",,"18,354.34","2,817.93","109,782.56","20,877.88","19,445.65","5,301.85","88,378.42","24,450.09","10,759.67","54,468.72","82,173.20","31,476.31","5,512.19","66,089.56","13,057.38",512.6,,"1,901.25","6,556.49","13,847.60"
2011,8,"1,654.82",452.49,"2,978.16",273.97,"1,347.15",254.53,"3,397.37",841.07,866.78,486.5,"2,253.23","5,548.28","12,612.19","4,405.48",211.13,"6,079.99","3,332.02","8,826.41",509.96,"1,928.78","3,836.98","1,186.92","1,840.41","11,473.60","1,001.72","4,891.03","4,461.56","7,979.50","45,466.78","10,735.15","2,950.60","5,929.33","18,726.75",139.79,"3,880.78",348.93,"1,328.11","5,176.11","4,402.65","27,781.00","9,928.41",884.43,"8,996.07",394.56,"27,622.52","7,212.46","47,135.36",,368.47,601.96,161.98,"2,558.49","5,712.20","1,610.03","1,625.07","5,759.19",598.11,"2,225.11","7,093.95","15,631.28","1,884.60","2,492.84","23,599.90","1,244.48","3,906.62",,424.6,"1,290.92","3,015.28",481.49,477.59,"20,393.27","6,517.78","20,290.90",298.03,"1,519.83","1,652.70",548.11,"1,179.89",312.71,533.75,609.99,"16,754.29",198.48,"2,205.88","21,044.29",361.58,"1,590.46","1,082.63",384.98,"12,626.65","6,315.56","30,684.00","13,942.05","6,675.30",702.72,"3,352.38",2011,8,PJM,"78,992.85","7,969.02","1,095.08","18,113.95","1,015.60","27,904.32","20,359.78","2,535.11","2,235.23","28,562.22","11,906.96","10,820.77","1,547.43","160,167.35","5,049.24","5,114.91","114,851.26",,"19,080.82","2,342.57","105,131.99","18,572.80","18,539.78","5,056.84","83,562.00","22,844.62","9,720.32","48,421.19","72,833.00","29,441.21","5,086.22","65,162.69","12,311.91",468.5,,"1,737.61","5,668.76","12,150.21"
2011,9,"1,603.97",397.64,"2,798.74",250.32,"1,252.89",232.87,"2,934.19",687.93,696.27,394.84,"1,895.30","5,434.19","10,746.02","3,868.51",176.85,"5,425.73","3,028.66","7,651.00",398.21,"1,675.64","3,393.85","1,020.00","1,683.01","9,009.29",774.22,"3,572.21","3,998.91","6,811.40","37,182.78","8,931.79","2,437.41","4,877.09","16,076.72",122.9,"3,387.45",295.9,"1,090.17","4,578.52","3,719.95","23,120.62","9,059.08",694.07,"7,347.60",372.4,"23,046.30","5,961.59","40,319.34",,368.15,465.8,121.8,"2,091.08","4,675.46","1,282.83","1,311.00","5,431.88",455.67,"1,579.06","6,132.59","12,810.73","1,871.82","2,093.47","20,158.53","1,051.03","3,302.62",,342.76,984.08,"2,444.50",393,394.99,"17,074.28","5,739.49","17,093.85",230.24,"1,144.14","1,393.53",426.82,967.01,252.84,453.14,480.09,"13,954.90",152.89,"1,650.19","17,242.98",268.38,"1,283.23",822.23,308.77,"9,159.84","5,282.27","24,519.00","10,926.09","5,321.16",594.36,"2,513.09",2011,9,PJM,"67,884.80","7,135.14",852.61,"15,212.48",852.06,"24,071.33","17,712.70","2,048.48","1,932.39","24,393.49","10,218.41","9,194.04","1,226.37","137,122.87","4,082.48","4,054.17","102,055.04",,"14,783.05","3,159.60","81,314.68","12,393.89","14,231.23","4,233.92","71,140.88","19,243.75","8,153.74","39,011.61","50,748.00","22,776.82","4,156.05","48,002.27","9,131.40",339.74,,"1,190.33","4,793.80","10,812.92"
2011,10,"1,760.44",458.73,"2,817.91",290.79,"1,270.62",251.29,"2,791.70",795.77,739.62,380.07,"1,718.37","5,218.59","9,619.96","3,704.52",174.27,"5,864.81","3,112.00","7,240.06",369.16,"1,599.60","3,386.56",989.55,"1,740.97","8,234.08",779.68,"4,684.54","4,000.86","6,670.87","35,165.61","8,891.73","2,369.46","4,557.74","15,176.92",121.62,"3,363.53",295.82,"1,026.46","4,106.25","3,677.13","21,721.44","8,683.72",730.96,"7,812.13",367.57,"22,189.34","5,905.85","38,293.72",,395.36,471.97,181.49,"2,076.14","4,379.05","1,223.54","1,279.85","5,256.40",442.88,"1,770.80","6,069.12","12,724.62","1,735.28","2,028.20","19,387.76","1,062.77","3,646.46",,329.99,928.75,"2,252.83",392.6,397.93,"16,615.39","6,101.17","17,944.79",251.82,"1,240.21","1,314.36",442.99,968.16,246.13,476.37,470.39,"13,638.57",195.31,"1,701.01","17,063.19",318.99,"1,279.98",825.95,366.68,"9,588.74","5,313.68","24,512.00","10,698.38","5,023.36",625.87,"2,417.89",2011,10,PJM,"67,008.98","7,507.10",833.1,"13,806.31",821.87,"24,047.39","18,023.32","1,969.89","1,773.58","24,617.56","9,838.67","8,797.24","1,239.76","133,786.06","4,083.64","3,866.20","87,724.81",,"13,885.72","2,592.77","72,621.25","12,134.43","12,765.44","4,871.45","69,189.32","19,083.60","8,242.40","37,929.90","45,509.00","22,563.01","4,122.82","41,360.09","8,380.53",441.66,,"1,097.02","4,468.52","10,121.96"
2011,11,"1,802.97",493.81,"2,685.59",310.02,"1,245.36",266.42,"2,854.67",851.74,867.37,428.83,"1,775.05","5,143.97","9,615.86","3,885.50",196.97,"6,032.94","3,536.13","7,521.07",396.79,"1,605.39","3,622.05","1,053.34","1,822.32","8,208.31",851.88,"3,667.08","3,877.89","6,622.96","34,383.91","8,955.22","2,413.54","4,574.08","14,918.88",111.82,"3,445.17",308.07,990.23,"3,825.91","3,605.30","21,611.77","8,579.90",816.1,"6,861.47",398.15,"21,891.80","6,089.20","37,105.60",,257.64,516.3,276.61,"2,047.83","4,455.14","1,236.79","1,326.66","5,155.63",495.59,"1,680.76","5,836.46","13,037.28","1,725.99","2,102.51","19,262.40","1,060.47","3,417.98",,341.72,971.04,"2,271.82",414.34,410.55,"16,534.75","6,075.06","17,991.94",344.67,"1,465.91","1,347.39",491.53,"1,066.78",273.73,459.79,478.06,"13,867.18",294.9,"1,871.94","17,262.55",363.06,"1,333.95",882.2,436.82,"8,553.37","5,334.90","24,464.00","10,468.92","4,992.04",691.76,"2,467.54",2011,11,PJM,"65,787.16","6,975.46",895.5,"13,529.74",820.9,"23,732.31","17,837.04","1,996.21","1,768.14","22,551.34","9,589.61","8,665.07","1,290.17","130,794.78","4,312.52","3,957.99","87,681.15",,"15,004.37","2,707.80","75,911.46","13,542.90","13,607.35","5,705.37","67,337.54","18,721.44","8,315.08","34,940.58","47,135.00","22,096.34","4,286.14","42,787.87","8,222.84",538.81,,"1,121.39","4,717.81","10,760.73"
2011,12,"2,112.39",599.5,"2,947.57",388.02,"1,394.94",343.1,"3,305.58","1,014.09","1,103.84",541.71,"2,033.61","5,835.17","10,668.02","4,427.12",242.62,"6,627.76","4,230.44","8,607.11",465.93,"1,820.78","4,295.13","1,253.72","2,120.73","9,622.47","1,057.99","3,974.63","4,249.43","7,427.27","38,345.46","10,082.75","2,741.41","5,287.86","16,923.16",108.89,"3,880.17",386.16,"1,112.11","4,041.55","4,162.01","24,186.94","9,281.29",986.91,"7,596.77",461.54,"23,786.01","6,747.97","39,164.00",,332.05,604.37,371.56,"2,309.20","5,195.04","1,412.42","1,560.45","5,694.33",596.19,"1,780.28","6,067.23","14,012.31","1,818.93","2,446.55","20,878.06","1,164.80","3,459.39",,410.22,"1,160.74","2,707.76",487.63,443.75,"17,335.99","6,615.90","17,745.13",383.16,"1,637.86","1,571.76",603.91,"1,328.76",316.62,538.88,584.79,"15,210.76",365.55,"2,328.92","19,301.20",450.86,"1,519.26","1,049.75",589.66,"9,464.26","5,871.58","26,812.00","11,741.94","5,432.52",842.08,"2,815.71",2011,12,PJM,"70,017.10","6,943.80","1,047.40","14,833.43",917.31,"25,598.26","18,367.16","2,309.73","2,055.10","22,296.77","10,250.62","9,358.88","1,498.09","142,751.30","5,249.64","4,790.47","95,601.73",,"17,715.57","2,125.02","84,097.05","16,618.18","15,720.23","7,132.42","71,656.27","20,001.29","9,541.65","42,927.90","53,172.00","24,482.68","4,890.50","48,657.44","9,040.60",727.32,,"1,363.88","5,701.21","12,788.56"
2012,1,"2,194.86",620.3,"2,828.13",400.47,"1,402.50",331.98,"3,348.37","1,136.67","1,201.35",578.71,"2,148.15","5,983.03","11,348.69","4,679.46",266.01,"8,625.97","4,730.64","9,271.97",487.45,"1,861.73","4,694.36","1,277.81","2,288.17","9,534.74","1,066.92","3,226.17","4,479.16","7,552.61","38,744.71","10,556.03","2,758.06","5,402.15","16,902.89",131.53,"4,146.92",394.26,"1,107.17","4,905.60","4,341.32","24,328.75","9,233.28",987.58,"7,073.26",474.44,"24,536.83","7,134.38","42,208.73",,286.38,628.82,267.01,"2,498.04","5,232.22","1,437.48","1,559.51","5,814.22",566.33,"2,061.25","6,860.59","14,663.93","1,892.81","2,497.61","22,377.70","1,131.30","3,809.48",,402.53,"1,139.67","2,741.66",507.81,475.7,"18,693.83","7,392.53","18,667.41",364.8,"1,648.32","1,661.50",634.43,"1,379.71",303.61,550.15,581.58,"16,535.33",357.65,"2,444.87","20,352.72",481.86,"1,596.67","1,102.59",645.55,"9,927.52","6,015.43","28,862.00","12,202.78","5,630.56",927.18,"2,990.35",2012,1,PJM,"73,885.23","7,352.61","1,072.80","15,312.31",930.29,"27,052.58","19,777.20","2,387.44","2,054.33","24,510.04","10,441.87","9,578.49","1,527.11","146,798.17","5,607.90","4,989.07","99,790.59","22,521.57","19,365.92","3,365.15","89,465.30","18,483.51","16,763.54","7,789.98","73,538.95","20,851.90","9,899.00","44,714.75",,"25,540.54","5,101.41","48,780.62","9,357.57",808.13,,"1,435.40","5,993.00","13,910.04"
